CONFIG,seed=123456789,taps=11
H,tick,birdX,birdY,velY,rotation,rotVel,rotAccel,gravity,hit,idle,score,landX,p1x,p1y,p2x,p2y,p3x,p3y,speed,warmup,rngY,rngZ
START,seed=123456789,rngY=118540483,rngZ=-1911680585
S,193,80,-29,-0.7999999,-20.0,-4.400001,0.4,0.3,false,false,0,-16,162,220,319,232,476,183,2,0,106633547,-1948960463
S,194,80,-29,-0.49999988,-20.0,-4.000001,0.4,0.3,false,false,0,-18,160,220,317,232,474,183,2,0,106633547,-1948960463
S,195,80,-29,-0.19999987,-20.0,-3.6000009,0.4,0.3,false,false,0,-20,158,220,315,232,472,183,2,0,106633547,-1948960463
S,196,80,-28,0.10000014,-20.0,-3.2000008,0.4,0.3,false,false,0,-22,156,220,313,232,470,183,2,0,106633547,-1948960463
S,197,80,-27,0.40000015,-20.0,-2.8000007,0.4,0.3,false,false,0,0,154,220,311,232,468,183,2,0,106633547,-1948960463
S,198,80,-26,0.70000017,-20.0,-2.4000006,0.4,0.3,false,false,0,-2,152,220,309,232,466,183,2,0,106633547,-1948960463
S,199,80,-25,1.0000002,-20.0,-2.0000005,0.4,0.3,false,false,0,-4,150,220,307,232,464,183,2,0,106633547,-1948960463
S,200,80,-23,1.3000002,-20.0,-1.6000005,0.4,0.3,false,false,0,-6,148,220,305,232,462,183,2,0,106633547,-1948960463
S,201,80,-21,1.6000001,-20.0,-1.2000005,0.4,0.3,false,false,0,-8,146,220,303,232,460,183,2,0,106633547,-1948960463
S,202,80,-19,1.9000001,-20.0,-0.80000055,0.4,0.3,false,false,0,-10,144,220,301,232,458,183,2,0,106633547,-1948960463
S,203,80,-16,2.2,-20.0,-0.40000054,0.4,0.3,false,false,0,-12,142,220,299,232,456,183,2,0,106633547,-1948960463
S,204,80,-13,2.5,-20.0,-5.364418E-7,0.4,0.3,false,false,0,-14,140,220,297,232,454,183,2,0,106633547,-1948960463
S,205,80,-10,2.8,-20.0,0.39999947,0.4,0.3,false,false,0,-16,138,220,295,232,452,183,2,0,106633547,-1948960463
S,206,80,-6,3.1,-19.6,0.7999995,0.4,0.3,false,false,0,-18,136,220,293,232,450,183,2,0,106633547,-1948960463
S,207,80,-2,3.3999999,-18.800001,1.1999995,0.4,0.3,false,false,0,-20,134,220,291,232,448,183,2,0,106633547,-1948960463
S,208,80,1,3.6999998,-17.600002,1.5999994,0.4,0.3,false,false,0,-22,132,220,289,232,446,183,2,0,106633547,-1948960463
S,209,80,5,3.9999998,-16.000004,1.9999994,0.4,0.3,false,false,0,0,130,220,287,232,444,183,2,0,106633547,-1948960463
S,210,80,9,4.2999997,-14.000005,2.3999994,0.4,0.3,false,false,0,-2,128,220,285,232,442,183,2,0,106633547,-1948960463
S,211,80,13,4.6,-11.600005,2.7999995,0.4,0.3,false,false,0,-4,126,220,283,232,440,183,2,0,106633547,-1948960463
S,212,80,17,4.9,-8.800006,3.1999996,0.4,0.3,false,false,0,-6,124,220,281,232,438,183,2,0,106633547,-1948960463
S,213,80,22,5.2000003,-5.600006,3.5999997,0.4,0.3,false,false,0,-8,122,220,279,232,436,183,2,0,106633547,-1948960463
S,214,80,27,5.5000005,-2.0000064,3.9999998,0.4,0.3,false,false,0,-10,120,220,277,232,434,183,2,0,106633547,-1948960463
S,215,80,32,5.8000007,1.9999933,4.3999996,0.4,0.3,false,false,0,-12,118,220,275,232,432,183,2,0,106633547,-1948960463
S,216,80,38,6.100001,6.399993,4.7999997,0.4,0.3,false,false,0,-14,116,220,273,232,430,183,2,0,106633547,-1948960463
S,217,80,44,6.400001,11.199993,5.2,0.4,0.3,false,false,0,-16,114,220,271,232,428,183,2,0,106633547,-1948960463
S,218,80,50,6.7000012,16.399994,5.6,0.4,0.3,false,false,0,-18,112,220,269,232,426,183,2,0,106633547,-1948960463
S,219,80,57,7.0000014,21.999994,6.0,0.4,0.3,false,false,0,-20,110,220,267,232,424,183,2,0,106633547,-1948960463
S,220,80,64,7.3000016,27.999994,6.4,0.4,0.3,false,false,0,-22,108,220,265,232,422,183,2,0,106633547,-1948960463
S,221,80,71,7.600002,34.399994,6.8,0.4,0.3,false,false,0,0,106,220,263,232,420,183,2,0,106633547,-1948960463
S,222,80,78,7.900002,41.199993,7.2000003,0.4,0.3,false,false,0,-2,104,220,261,232,418,183,2,0,106633547,-1948960463
S,223,80,86,8.0,48.399994,7.6000004,0.4,0.3,false,false,0,-4,102,220,259,232,416,183,2,0,106633547,-1948960463
S,224,80,94,8.0,55.999992,8.0,0.4,0.3,false,false,0,-6,100,220,257,232,414,183,0,0,106633547,-1948960463
END,224,score=0
